Id,SalePrice
2658,135439.01362052443
2718,158487.50156703003
2414,224471.47875903727
1989,116237.28360500454
625,176626.10602674726
333,88361.96986550602
1327,102470.72673609667
858,154497.74871650373
95,183675.43979318335
1568,166569.06043714393
2482,147065.68121049186
1364,125082.1294844931
2584,150261.12876414368
818,248131.1813088291
2673,153423.02346260304
2089,114123.9341930706
1297,168658.1504083399
790,122665.13562240964
2616,185124.37742159687
720,191711.37240238345
222,155387.1867950327
557,118241.7838587568
1148,186884.35054203976
2766,172502.87328994
534,184993.1592507068
1452,123739.85764154681
630,114438.9190822225
2648,128491.86886388602
125,156576.9848962041
1904,46147.7690479256
1670,101259.39796848588
756,99861.12879521445
717,206928.49771651108
1032,163478.1101271771
852,214537.75849645765
1731,188422.67796553217
2639,125755.0062649592
2071,74269.07096078008
1267,120222.98529727402
1851,197305.21996322408
567,185052.26841231625
2439,204993.6963227485
1898,149774.2472562978
647,186540.6683063252
2256,217624.9953331916
979,96974.11205734462
1444,218840.4777705481
2485,119055.16509810518
157,129576.25428979713
88,117760.01997931546
2003,112036.59468506153
186,204954.0134306136
1425,238188.46265634292
2695,131100.1617919287
738,107820.56822861586
395,152279.3919851652
1353,171785.576895636
1878,145122.1203357695
390,154899.38941325573
1456,230972.17544323578
1103,331657.2260981045
1387,139113.98231634716
2070,141333.60241179375
1199,165497.59002124344
2479,181538.56926172145
501,319526.8545071845
2362,89141.89444614504
1718,238389.11092513817
2188,87166.92518148571
1483,158498.468656229
2557,87545.78004686588
437,356521.27951559896
2224,205043.65367958107
1628,167298.52762640646
397,131097.35098099333
587,199576.13568762023
971,144504.86081489682
2611,147337.3301782359
1887,97010.0440479933
2399,367401.30573886447
2148,195005.79370745545
304,143346.3941784893
1997,138963.5108706029
2817,104295.23501819604
1431,204626.56465132232
427,345758.3536085438
263,123767.46407956582
598,177873.49029194968
2895,236225.61875663634
687,135385.8622216066
1822,133654.0438020674
2191,100366.3523715971
179,119591.56456033568
1009,248251.9417648053
2010,127978.2294687431
1991,142320.01464679016
1411,221647.23600435705
1721,236543.18198854488
1144,194813.1651059569
593,217277.12570147886
575,302146.6541579272
1249,163412.97695246557
1604,120171.7824029501
1064,484835.0619811665
1923,154233.56967207
1988,117691.64605296243
2325,166629.40640200576
114,199219.78743836342
2700,182430.25133805818
217,135076.80463636207
343,180695.9370207142
386,215548.08541983413
2005,113238.84991052214
2908,136800.41704275782
1814,245333.42900940115
2446,462361.7495045993
208,128216.01684265437
1679,100383.45167172256
822,310134.85616166017
6,189520.0909108483
1781,388437.34234851255
2397,326523.4706353218
2340,328214.8409932215
1618,165761.93078969538
2843,163752.8987354191
1061,362567.683887957
2786,129843.95935791859
1935,136524.7376645651
