Id,SalePrice
2658,137203.04546019324
2718,161530.26640614093
2414,217687.83169092346
1989,106407.85457041732
625,167354.21844804243
333,101251.01424491566
1327,111472.7540029411
858,154712.61337038048
95,187237.48346301814
1568,163948.5853083394
2482,156413.39854614236
1364,123209.8486690501
2584,150833.10116872107
818,282856.9381259235
2673,135313.4797748655
2089,120878.66456914281
1297,144375.43287326896
790,118371.16163636532
2616,176033.69805283126
720,191102.39329275055
222,155308.31785418306
557,124854.0780606028
1148,193898.34285143015
2766,167819.67727427455
534,180972.8701166243
1452,128386.50344392058
630,126253.97996032631
2648,113550.90485897305
125,156888.43761111918
1904,67189.49640273112
1670,111146.06117076323
756,99668.95256457978
717,176797.9372916579
1032,163810.85850553666
852,206350.67380598094
1731,179693.28045519855
2639,113284.23051643818
2071,85592.58792613086
1267,126692.89205408575
1851,193086.1574676478
567,167925.85121810393
2439,206619.67363508866
1898,149750.94259648747
647,162464.07966785564
2256,235307.0772700078
979,102724.39115766107
1444,221643.82216545948
2485,123866.3900111721
157,131887.97598910157
88,120895.59944630743
2003,113613.36621078479
186,196139.74667608764
1425,240402.3219472933
2695,128557.79495837551
738,106611.30139550439
395,157764.72050083618
1353,156888.59006859062
1878,136484.84605554707
390,162381.47993527653
1456,233232.9631974935
1103,334910.0289756085
1387,129434.89713410233
2070,142638.58348726647
1199,177412.23893841277
2479,171250.5674217889
501,306601.72637345834
2362,99437.10389239945
1718,199352.54932741457
2188,90131.38386851773
1483,167532.91512600053
2557,89755.68576459332
437,365144.64210738917
2224,182574.05940586582
1628,175653.43152411922
397,139971.7161223225
587,191302.2937114215
971,132518.3491226444
2611,145965.26023705976
1887,104678.6553244184
2399,353783.4781021805
2148,200751.45122037808
304,119129.45797800542
1997,135151.29181663576
2817,115139.26423635647
1431,188209.87988460454
427,325287.0530144256
263,131269.93000292857
598,166789.56991264835
2895,230442.27139839422
687,146696.5738514183
1822,139790.3814735489
2191,101500.26167899504
179,124228.85862091272
1009,214703.3417995428
2010,129022.38219556761
1991,138811.3986300531
1411,159985.13275408692
1721,222863.0726188372
1144,184769.48241200717
593,225007.2868449572
575,332401.63346781186
1249,166702.41676507558
1604,124374.53114521124
1064,551878.088075182
1923,156535.96979289863
1988,111896.17806531073
2325,170610.89740267917
114,195851.00074039935
2700,179022.93439787903
217,128190.44499126269
343,170381.78027138556
386,225696.683567346
2005,105692.98821765374
2908,134430.2326397022
1814,235075.99289485393
2446,598298.5995731932
208,139089.93769529715
1679,110759.2496494002
822,318648.32026514364
6,192534.46567327573
1781,418458.22695527517
2397,275645.4057356916
2340,309801.2675296896
1618,169582.9878970666
2843,133742.28746604608
1061,363947.8998807673
2786,136720.85431725532
1935,139484.23248291542
1341,119513.71558610059
521,267355.4065117137
2136,137612.5059023929
996,198703.39267882082
227,148307.06560660162
135,179560.35981787072
1167,160847.9490068605
294,235302.7762662444
1776,207111.94825058876
540,164377.38113276652
1717,206863.9428081331
2303,130256.98631169644
116,189320.35643527887
127,135312.27856228733
1371,137492.5640617593
1014,146017.21219442127
1507,103013.79909747448
702,125880.96939398759
750,143412.43852848746
261,159192.9649248647
1559,69939.79785344702
577,228978.6321240182
2812,199227.01217198404
2080,155979.8432030643
1368,111185.47750221546
2376,127600.08939344485
659,109227.2888136996
1235,136195.72600023577
332,90432.27280672082
1917,145602.99204858483
2094,238685.57307535046
1460,252284.107191036
1471,210227.78277357193
1509,126998.49705563603
1922,134842.5014084584
433,567872.9898911349
460,249114.8839576034
1116,232934.57294182375
1137,161494.50771536623
53,174116.52366459716
2354,271384.6525373208
1475,198588.68016848917
1761,815065.6748752728
842,145777.61070279495
2739,153636.9490415413
2509,156983.16369431734
1007,206110.27354280622
2610,177163.8058061836
1952,92420.49914412855
2719,164514.87066905963
2921,95811.55737493395
1966,146074.58340255564
292,106302.79181087246
1204,185840.79198866582
1829,267006.0578792602
2419,193299.06814022467
391,153017.3770320783
798,115737.44400058802
481,201997.00204100762
193,183598.20885627618
555,122189.56609551828
899,64408.06615530307
2357,175826.27187792395
328,131649.4848288331
1356,109557.33473130371
1154,113740.40186889388
1730,180285.75272725648
2249,153435.21833550752
1119,285745.3193718212
2856,135922.0743099658
1394,126906.75723015028
2587,116879.71913171373
61,303028.478523678
2661,174028.5573227559
2711,136713.86756258563
1147,174556.66917798173
757,133384.2601404865
2623,101706.5882869785
2378,135643.34818038734
1413,144554.93827275842
1722,215649.46470810793
1112,216154.9565743182
1623,192902.3778306222
1201,189946.6654467386
1513,110153.16351494247
957,483459.79157833336
1171,271814.2573141804
1145,188862.30472317248
2726,234471.59058699216
703,158045.10425863756
760,91801.06873872117
1964,153335.33789966465
2512,182019.4173451477
159,143094.23940502002
1281,162493.16060751007
468,189414.15959173845
290,117234.79718036379
665,94445.11512969693
1463,259112.8151212453
1792,223801.55100653772
923,147902.27057701928
500,258931.2907121715
1408,167158.00103108847
331,96564.33582623214
170,116326.87460909001
2192,101376.28562613494
2571,313516.2377838756
2314,171456.94535448877
2647,94156.11307453127
422,462709.6968567922
2457,359732.00265851885
1838,206572.56919770088
2805,260880.63846245193
1645,157692.3161891032
1711,286962.45507257816
2825,230520.0616033948
322,341840.7217778966
2103,256444.83952606734
342,122434.11692043346
600,125568.92236785652
488,177181.05317102888
1725,306605.37357199757
2246,287935.6134650016
2847,154944.41913738192
806,237562.55119490495
530,231938.52392255186
963,198798.62923025282
2678,97724.36989431815
171,88093.26629346873
2401,457210.9635819947
805,221290.51223693098
2259,236262.90546253975
1748,187240.53757631738
1361,137083.07977125718
1677,114671.61370211458
1406,145310.36064607883
2322,262027.09207655967
688,150036.23991039596
143,144564.16649577668
804,206180.653159914
1214,152782.97551448015
2828,150150.53848256974
1999,184164.45637246536
2467,203328.90577819681
2665,152291.55252476074
1538,366563.3278822159
398,118466.8022802454
2822,136250.78104366016
2157,157075.6399630803
1856,193764.0128365641
1269,99772.58654891417
2570,118411.49077050082
2320,235650.7440940917
1517,125888.54883038443
2304,122680.23491986844
1312,105390.68322837913
2012,134728.7005292119
506,242341.91512809045
2865,207046.6138898683
2367,105739.3202694439
554,90864.95068693544
238,133013.2482786031
1954,121268.04349989795
2488,132117.83648482754
2291,91969.02680986091
1969,107954.62521626429
2725,151014.9693600686
1482,165782.8022081433
2763,195053.52679616667
503,251927.56020440816
1584,253707.0358274207
1531,140369.13990734817
2210,164564.06507412012
459,331709.4611131922
556,128862.25825112128
1347,131958.371546883
1290,87186.20183225829
1388,103359.5358156758
1571,289867.04691167735
2754,203973.3677354235
765,131517.45913948904
2494,128729.61747818529
2870,219056.25000830408
7,215832.5528235935
1114,237744.8440330586
2418,287762.41091786744
291,120553.55751212317
18,330616.0666164324
39,386496.6077195783
1001,240082.9110979032
2442,232532.0437260367
616,117628.4963774163
2680,74821.04364568873
1414,130539.30310203996
289,144242.5759321136
40,247733.10017347167
860,129154.43395036599
409,139570.43852009845
673,152565.17184122207
2427,184303.13565725402
2036,215041.7031278287
2564,139582.7371165205
642,154095.76754296044
1008,180628.68814023936
1908,140600.6738684587
2519,211270.51185881888
1369,94068.41320908125
2855,165019.56407578618
712,104653.22748569827
1943,110068.35019859034
1958,125505.41674828414
107,167185.29260809816
2295,172367.80722398087
704,97114.31052851627
676,140077.3512501329
259,179564.306238014
93,300143.61914132466
106,245238.96739155252
2315,175260.59648058828
1050,114064.18425797652
1095,204278.24343165688
2709,141841.8183133421
758,123850.87840613302
1496,154990.0993143205
2370,122803.46979938373
2458,287656.29487207916
2733,131730.98882964885
161,241651.7349028796
726,150285.20792567584
845,208762.93692045796
947,245202.12321863454
2232,106083.4254982935
2563,152997.0292504337
2299,134217.11795426928
211,82690.29456738279
605,155037.43166908444
1478,200891.8138616156
2247,276470.4699320102
2274,173675.94531611656
2869,201338.82586045808
967,219690.32440603193
2656,124346.88819166106
667,187005.41759846057
1042,113572.78430122936
2023,144433.19243869712
2447,400620.66069238394
2055,129380.85634269073
2275,303526.6399170687
2204,173412.43329669593
1563,274204.5310271329
483,209171.83123033613
796,132371.1460829648
1526,158671.99319117962
2042,120124.29662729539
442,335835.5406646042
1693,321045.88473292894
1468,225295.79756052003
1430,191925.90138969535
2605,121339.82414235531
1529,203889.88755540398
335,139681.38106323022
1287,129932.91153016215
31,101667.74611928214
1785,297116.9792535016
82,154401.77954468582
2620,110645.86985475782
252,182095.3308081771
721,75771.41138165783
2165,188462.1712047903
2316,188322.82735289636
775,130265.36855648477
1558,78757.30365664212
17,230135.03816304466
1022,226896.8567024732
925,129499.67252744394
438,262969.1648652509
1270,126118.4722380629
1272,128949.5076492885
215,134795.3838027238
266,228569.8449304736
2402,268476.86466636293
1250,132194.25903722006
1984,111658.27225063134
1279,143320.0493834254
377,262159.6755933153
1252,100308.19854260598
2156,268546.14054594695
499,326616.0474840521
1374,127013.02484019569
2898,257875.02613018596
401,118025.41348799462
2721,138405.29807050154
2078,231708.90960649817
2589,127975.6448188817
1946,204261.65235305217
1334,131691.8021810886
2781,221307.89760859133
431,407722.7150084196
576,208573.11958415664
1474,209436.95578182678
2254,145998.27456282228
2155,291315.59988838277
885,96595.14837067922
643,141313.99840314445
1944,126080.50412714784
480,197963.2216923174
2845,93866.49834964634
2387,309885.40470849886
2407,209241.39627826947
